order_id,customer_id,product,region,quarter,year,quantity,unit_price,revenue,sales_rep,channel
O00293,CUST0023,Add-on AI,APAC,Q4,2025,41,172.56,7074.96,REP008,Direct
O00294,CUST0182,Add-on Analytics,NA,Q3,2023,38,1087.63,41329.94,REP016,Partner
O00295,CUST0284,Add-on AI,EMEA,Q2,2024,19,1701.77,32333.63,REP011,Inside Sales
O00296,CUST0298,API Credits,LATAM,Q3,2023,50,2330.97,116548.5,REP006,Online
O00297,CUST0145,Add-on AI,LATAM,Q1,2025,27,1769.93,47788.11,REP013,Partner
O00298,CUST0232,Add-on AI,APAC,Q3,2025,28,112.77,3157.56,REP005,Direct
O00299,CUST0053,Add-on Analytics,EMEA,Q4,2023,10,1424.04,14240.4,REP006,Online
O00300,CUST0280,Enterprise,NA,Q2,2025,27,724.28,19555.56,REP017,Partner
O00301,CUST0257,Enterprise,NA,Q3,2025,26,1355.12,35233.12,REP029,Inside Sales
O00302,CUST0270,Add-on Analytics,NA,Q2,2024,26,1224.83,31845.58,REP014,Direct
O00303,CUST0058,Add-on AI,EMEA,Q1,2023,20,230.94,4618.8,REP012,Partner
O00304,CUST0110,Add-on Analytics,LATAM,Q2,2025,27,314.5,8491.5,REP029,Direct
O00305,CUST0131,Starter,NA,Q3,2023,16,157.29,2516.64,REP013,Online
O00306,CUST0143,Starter,LATAM,Q1,2023,24,2270.75,54498.0,REP005,Online
O00307,CUST0017,Enterprise,APAC,Q1,2025,7,1100.85,7705.95,REP009,Direct
O00308,CUST0248,API Credits,NA,Q4,2024,5,1201.61,6008.05,REP025,Partner
O00309,CUST0280,API Credits,NA,Q3,2025,35,1454.42,50904.7,REP018,Direct
O00310,CUST0140,Pro Plan,LATAM,Q4,2024,36,406.38,14629.68,REP009,Inside Sales
O00311,CUST0202,API Credits,LATAM,Q1,2023,21,1575.24,33080.04,REP009,Inside Sales
O00312,CUST0282,Add-on Analytics,APAC,Q2,2025,38,1019.78,38751.64,REP030,Inside Sales
O00313,CUST0134,Starter,NA,Q3,2025,6,851.95,5111.7,REP004,Direct
O00314,CUST0030,API Credits,LATAM,Q2,2025,39,1714.83,66878.37,REP012,Partner
O00315,CUST0037,Add-on Analytics,NA,Q4,2025,3,910.59,2731.77,REP014,Direct
O00316,CUST0285,Add-on Analytics,EMEA,Q2,2025,35,1894.13,66294.55,REP014,Online
O00317,CUST0052,Add-on AI,APAC,Q2,2024,46,1636.67,75286.82,REP011,Online
O00318,CUST0013,Add-on AI,APAC,Q1,2024,32,68.81,2201.92,REP026,Partner
O00319,CUST0025,Starter,LATAM,Q3,2025,38,663.03,25195.14,REP013,Online
O00320,CUST0168,Add-on Analytics,APAC,Q4,2024,32,1055.63,33780.16,REP006,Direct
O00321,CUST0251,Add-on Analytics,APAC,Q3,2024,28,2169.69,60751.32,REP018,Direct
O00322,CUST0114,Enterprise,NA,Q4,2024,50,831.38,41569.0,REP014,Partner
O00323,CUST0196,Enterprise,EMEA,Q2,2024,17,2007.38,34125.46,REP025,Inside Sales
O00324,CUST0204,API Credits,APAC,Q3,2025,19,182.77,3472.63,REP020,Online
O00325,CUST0218,Enterprise,EMEA,Q2,2023,1,1752.24,1752.24,REP004,Partner
O00326,CUST0232,Add-on Analytics,LATAM,Q2,2024,12,2410.03,28920.36,REP023,Inside Sales
O00327,CUST0035,Add-on Analytics,NA,Q3,2024,9,1921.33,17291.97,REP004,Direct
O00328,CUST0048,Starter,APAC,Q2,2024,46,2459.56,113139.76,REP018,Inside Sales
O00329,CUST0275,Pro Plan,NA,Q1,2023,49,2265.87,111027.63,REP016,Inside Sales
O00330,CUST0066,Enterprise,NA,Q4,2025,32,2479.51,79344.32,REP006,Online
O00331,CUST0210,Starter,EMEA,Q4,2023,18,1142.98,20573.64,REP021,Inside Sales
O00332,CUST0085,Pro Plan,EMEA,Q1,2023,47,321.72,15120.84,REP017,Online
O00333,CUST0176,Enterprise,LATAM,Q2,2025,49,2217.02,108633.98,REP012,Inside Sales
O00334,CUST0087,Starter,APAC,Q1,2024,36,908.37,32701.32,REP017,Partner
O00335,CUST0120,Add-on AI,APAC,Q3,2023,8,1695.79,13566.32,REP029,Online
O00336,CUST0220,Starter,APAC,Q3,2024,4,127.02,508.08,REP021,Online
O00337,CUST0075,Enterprise,NA,Q3,2025,30,879.42,26382.6,REP004,Partner
O00338,CUST0147,Add-on AI,LATAM,Q2,2023,46,2462.58,113278.68,REP022,Direct
O00339,CUST0106,Enterprise,APAC,Q4,2024,50,1025.45,51272.5,REP021,Partner
O00340,CUST0285,Add-on AI,LATAM,Q4,2023,2,519.49,1038.98,REP022,Partner
O00341,CUST0278,Pro Plan,NA,Q1,2024,23,1799.83,41396.09,REP020,Inside Sales
O00342,CUST0100,Pro Plan,LATAM,Q2,2023,17,855.93,14550.81,REP020,Partner
O00343,CUST0075,Starter,EMEA,Q3,2025,35,1282.45,44885.75,REP011,Partner
O00344,CUST0054,Add-on AI,NA,Q3,2023,3,2151.7,6455.1,REP023,Inside Sales
O00345,CUST0035,Add-on Analytics,APAC,Q4,2024,33,752.18,24821.94,REP006,Online
O00346,CUST0134,Starter,LATAM,Q3,2024,43,2391.0,102813.0,REP002,Partner
O00347,CUST0112,Add-on Analytics,NA,Q3,2025,5,1214.02,6070.1,REP001,Online
O00348,CUST0275,Add-on Analytics,APAC,Q2,2025,39,352.17,13734.63,REP028,Inside Sales
O00349,CUST0080,API Credits,NA,Q4,2025,34,1310.51,44557.34,REP010,Online
O00350,CUST0246,Pro Plan,APAC,Q4,2025,45,375.47,16896.15,REP027,Inside Sales
O00351,CUST0046,API Credits,LATAM,Q2,2024,25,619.75,15493.75,REP023,Online
O00352,CUST0286,API Credits,EMEA,Q2,2024,9,2266.17,20395.53,REP019,Inside Sales
O00353,CUST0053,Enterprise,NA,Q2,2025,16,633.75,10140.0,REP021,Inside Sales
O00354,CUST0291,Enterprise,EMEA,Q1,2024,11,2362.07,25982.77,REP017,Direct
O00355,CUST0060,Pro Plan,EMEA,Q2,2023,10,346.76,3467.6,REP008,Partner
O00356,CUST0198,Add-on Analytics,LATAM,Q1,2023,5,1744.58,8722.9,REP013,Direct
O00357,CUST0286,API Credits,LATAM,Q1,2023,33,2111.12,69666.96,REP023,Inside Sales
O00358,CUST0152,Enterprise,APAC,Q1,2023,36,254.85,9174.6,REP013,Direct
O00359,CUST0284,Starter,APAC,Q3,2023,47,626.32,29437.04,REP021,Partner
O00360,CUST0248,Starter,LATAM,Q1,2025,33,1900.04,62701.32,REP026,Partner
O00361,CUST0162,API Credits,NA,Q2,2024,20,1051.24,21024.8,REP002,Direct
O00362,CUST0235,Add-on Analytics,EMEA,Q2,2025,50,2486.73,124336.5,REP001,Online
O00363,CUST0225,Pro Plan,APAC,Q3,2024,48,1491.4,71587.2,REP001,Direct
O00364,CUST0138,Pro Plan,NA,Q4,2024,43,1005.34,43229.62,REP001,Inside Sales
O00365,CUST0116,Starter,NA,Q3,2024,6,1786.95,10721.7,REP026,Inside Sales
O00366,CUST0138,Add-on AI,LATAM,Q3,2023,26,1554.59,40419.34,REP002,Direct
O00367,CUST0215,Add-on AI,EMEA,Q3,2025,49,526.89,25817.61,REP010,Partner
O00368,CUST0208,Enterprise,LATAM,Q4,2025,47,1440.3,67694.1,REP020,Inside Sales
O00369,CUST0286,Add-on AI,NA,Q1,2025,15,1372.84,20592.6,REP016,Inside Sales
O00370,CUST0220,Enterprise,APAC,Q1,2024,2,958.94,1917.88,REP015,Direct
O00371,CUST0122,Enterprise,NA,Q4,2024,2,1748.37,3496.74,REP003,Partner
O00372,CUST0233,API Credits,EMEA,Q4,2025,49,2471.22,121089.78,REP013,Direct
O00373,CUST0293,Starter,EMEA,Q3,2023,36,2144.21,77191.56,REP003,Inside Sales
O00374,CUST0061,Add-on Analytics,LATAM,Q3,2024,33,820.17,27065.61,REP015,Online
O00375,CUST0152,Add-on Analytics,EMEA,Q1,2025,48,388.03,18625.44,REP026,Direct
O00376,CUST0283,Enterprise,APAC,Q1,2025,44,2003.22,88141.68,REP003,Inside Sales
O00377,CUST0073,Add-on AI,LATAM,Q2,2024,18,483.71,8706.78,REP011,Direct
O00378,CUST0136,API Credits,APAC,Q4,2023,46,2210.02,101660.92,REP009,Partner
O00379,CUST0191,Add-on Analytics,NA,Q1,2025,23,1718.49,39525.27,REP011,Inside Sales
O00380,CUST0188,Add-on Analytics,NA,Q2,2023,37,396.76,14680.12,REP023,Direct
O00381,CUST0176,Add-on Analytics,APAC,Q1,2023,41,1028.28,42159.48,REP002,Inside Sales
O00382,CUST0241,Enterprise,EMEA,Q2,2023,9,732.19,6589.71,REP030,Online
O00383,CUST0267,API Credits,EMEA,Q3,2023,4,267.95,1071.8,REP006,Online
O00384,CUST0215,Pro Plan,LATAM,Q4,2023,6,383.81,2302.86,REP030,Online
O00385,CUST0180,Add-on AI,NA,Q1,2024,5,194.35,971.75,REP003,Direct
O00386,CUST0238,Pro Plan,NA,Q3,2023,40,486.1,19444.0,REP011,Partner
O00387,CUST0186,Enterprise,LATAM,Q4,2023,48,2206.27,105900.96,REP002,Partner
O00388,CUST0221,Add-on AI,APAC,Q2,2023,3,1182.82,3548.46,REP022,Direct
O00389,CUST0045,Add-on AI,APAC,Q1,2024,17,2269.82,38586.94,REP018,Online
O00390,CUST0291,Add-on AI,LATAM,Q3,2023,42,395.08,16593.36,REP014,Partner
O00391,CUST0143,Add-on Analytics,NA,Q4,2024,9,1508.19,13573.71,REP014,Direct
O00392,CUST0276,Pro Plan,EMEA,Q2,2024,13,2021.7,26282.1,REP029,Direct
O00393,CUST0181,Add-on AI,LATAM,Q1,2024,22,161.24,3547.28,REP008,Partner
O00394,CUST0185,Add-on Analytics,APAC,Q1,2024,19,572.67,10880.73,REP017,Partner
O00395,CUST0208,Starter,LATAM,Q3,2023,27,1348.35,36405.45,REP002,Inside Sales
O00396,CUST0129,Starter,EMEA,Q4,2023,38,1392.49,52914.62,REP018,Online
O00397,CUST0153,Add-on Analytics,EMEA,Q2,2024,15,987.43,14811.45,REP018,Direct
O00398,CUST0228,Starter,NA,Q3,2024,4,1141.51,4566.04,REP013,Online
O00399,CUST0187,Add-on Analytics,EMEA,Q4,2025,22,913.48,20096.56,REP007,Partner
O00400,CUST0171,Starter,NA,Q1,2025,3,1375.06,4125.18,REP002,Inside Sales
O00401,CUST0053,Enterprise,NA,Q3,2025,2,1681.9,3363.8,REP003,Direct
O00402,CUST0010,Enterprise,APAC,Q4,2025,25,282.15,7053.75,REP026,Online
O00403,CUST0091,Enterprise,NA,Q4,2025,25,182.26,4556.5,REP013,Online
O00404,CUST0043,API Credits,EMEA,Q2,2024,18,1761.65,31709.7,REP001,Direct
O00405,CUST0290,Starter,NA,Q2,2023,29,2257.74,65474.46,REP001,Partner
O00406,CUST0057,Starter,EMEA,Q4,2025,4,243.4,973.6,REP028,Partner
O00407,CUST0133,Add-on Analytics,APAC,Q3,2025,44,1731.66,76193.04,REP002,Inside Sales
O00408,CUST0227,API Credits,EMEA,Q3,2023,32,294.74,9431.68,REP028,Partner
O00409,CUST0182,API Credits,APAC,Q4,2025,36,171.32,6167.52,REP021,Direct
O00410,CUST0025,Pro Plan,LATAM,Q2,2025,49,2081.62,101999.38,REP010,Partner
O00411,CUST0297,Pro Plan,NA,Q3,2025,1,548.0,548.0,REP009,Online
O00412,CUST0260,Add-on AI,APAC,Q2,2023,14,1099.6,15394.4,REP003,Direct
O00413,CUST0114,API Credits,APAC,Q3,2025,40,2279.15,91166.0,REP029,Partner
O00414,CUST0192,API Credits,APAC,Q3,2024,49,1887.6,92492.4,REP005,Direct
O00415,CUST0209,Add-on Analytics,NA,Q3,2024,5,131.48,657.4,REP021,Direct
O00416,CUST0281,Pro Plan,NA,Q4,2025,28,2360.12,66083.36,REP018,Inside Sales
O00417,CUST0124,Add-on Analytics,APAC,Q4,2024,17,158.02,2686.34,REP023,Partner
O00418,CUST0148,Starter,APAC,Q2,2025,13,1447.18,18813.34,REP028,Partner
O00419,CUST0194,Enterprise,APAC,Q1,2023,26,1252.4,32562.4,REP011,Direct
O00420,CUST0006,Pro Plan,LATAM,Q2,2023,41,902.45,37000.45,REP007,Inside Sales
O00421,CUST0095,Starter,NA,Q3,2024,9,2252.17,20269.53,REP015,Online
O00422,CUST0294,API Credits,EMEA,Q2,2025,4,1587.95,6351.8,REP008,Partner
O00423,CUST0017,Add-on AI,NA,Q3,2024,7,220.87,1546.09,REP021,Inside Sales
O00424,CUST0277,Add-on AI,LATAM,Q1,2024,16,63.77,1020.32,REP017,Online
O00425,CUST0060,Pro Plan,LATAM,Q2,2023,10,2221.68,22216.8,REP013,Inside Sales
O00426,CUST0145,API Credits,APAC,Q2,2023,40,2322.42,92896.8,REP030,Inside Sales
O00427,CUST0279,Add-on Analytics,APAC,Q3,2025,36,1985.39,71474.04,REP028,Partner
O00428,CUST0217,Starter,EMEA,Q1,2023,38,1855.52,70509.76,REP013,Direct
O00429,CUST0092,Pro Plan,EMEA,Q2,2023,27,1694.04,45739.08,REP015,Online
O00430,CUST0237,Add-on Analytics,NA,Q3,2025,12,240.46,2885.52,REP023,Partner
O00431,CUST0177,Enterprise,EMEA,Q1,2024,8,272.54,2180.32,REP023,Direct
O00432,CUST0087,Pro Plan,EMEA,Q2,2023,28,1766.04,49449.12,REP003,Online
O00433,CUST0003,API Credits,APAC,Q1,2025,37,2279.16,84328.92,REP019,Direct
O00434,CUST0224,Enterprise,APAC,Q4,2023,50,324.56,16228.0,REP011,Direct
O00435,CUST0241,Enterprise,NA,Q3,2025,48,1186.19,56937.12,REP013,Direct
O00436,CUST0111,Pro Plan,LATAM,Q1,2024,16,1222.94,19567.04,REP020,Partner
O00437,CUST0160,Pro Plan,NA,Q4,2023,33,726.47,23973.51,REP017,Partner
O00438,CUST0001,Pro Plan,EMEA,Q2,2025,49,1218.09,59686.41,REP018,Partner
O00439,CUST0118,Enterprise,EMEA,Q3,2025,9,1581.92,14237.28,REP002,Online
O00440,CUST0143,API Credits,EMEA,Q1,2024,18,1243.82,22388.76,REP024,Partner
O00441,CUST0185,Add-on AI,EMEA,Q1,2023,27,2436.15,65776.05,REP023,Direct
O00442,CUST0066,Pro Plan,EMEA,Q2,2025,41,1850.23,75859.43,REP002,Online
O00443,CUST0225,Add-on Analytics,APAC,Q2,2023,9,369.93,3329.37,REP028,Partner
O00444,CUST0022,Enterprise,NA,Q1,2023,24,1808.74,43409.76,REP014,Online
O00445,CUST0002,API Credits,NA,Q1,2024,17,1019.89,17338.13,REP012,Partner
O00446,CUST0300,Pro Plan,EMEA,Q4,2024,30,921.85,27655.5,REP005,Direct
O00447,CUST0046,Add-on Analytics,NA,Q1,2025,11,2477.14,27248.54,REP016,Online
O00448,CUST0082,Add-on AI,EMEA,Q4,2025,3,2158.47,6475.41,REP004,Direct
O00449,CUST0142,Pro Plan,LATAM,Q3,2023,48,1375.97,66046.56,REP013,Partner
O00450,CUST0104,Pro Plan,LATAM,Q2,2025,6,2013.57,12081.42,REP016,Direct
O00451,CUST0189,Add-on Analytics,LATAM,Q1,2024,26,1415.09,36792.34,REP015,Direct
O00452,CUST0079,Pro Plan,LATAM,Q4,2023,45,1015.3,45688.5,REP012,Online
O00453,CUST0131,Starter,NA,Q1,2024,38,753.0,28614.0,REP015,Inside Sales
O00454,CUST0097,API Credits,EMEA,Q4,2023,44,800.12,35205.28,REP019,Inside Sales
O00455,CUST0193,Enterprise,LATAM,Q3,2023,20,1635.7,32714.0,REP007,Partner
O00456,CUST0061,Pro Plan,APAC,Q2,2024,9,1112.91,10016.19,REP005,Online
O00457,CUST0176,API Credits,APAC,Q2,2024,43,386.74,16629.82,REP009,Partner
O00458,CUST0021,Add-on AI,LATAM,Q1,2025,33,2132.87,70384.71,REP020,Direct
O00459,CUST0160,API Credits,NA,Q4,2023,41,638.25,26168.25,REP022,Inside Sales
O00460,CUST0123,Enterprise,APAC,Q3,2023,13,1421.28,18476.64,REP015,Partner
O00461,CUST0121,Enterprise,EMEA,Q3,2025,4,943.44,3773.76,REP009,Partner
O00462,CUST0188,API Credits,LATAM,Q1,2025,16,239.99,3839.84,REP013,Direct
O00463,CUST0240,API Credits,LATAM,Q3,2025,18,956.0,17208.0,REP030,Online
O00464,CUST0138,API Credits,APAC,Q4,2024,30,1033.37,31001.1,REP007,Online
O00465,CUST0139,Add-on Analytics,LATAM,Q2,2024,24,1432.58,34381.92,REP030,Inside Sales
O00466,CUST0065,Pro Plan,EMEA,Q1,2024,14,2269.56,31773.84,REP011,Online
O00467,CUST0005,Add-on AI,APAC,Q3,2023,35,1759.47,61581.45,REP030,Online
O00468,CUST0074,Starter,APAC,Q1,2024,12,1913.02,22956.24,REP019,Inside Sales
O00469,CUST0123,Pro Plan,LATAM,Q4,2024,29,495.22,14361.38,REP028,Online
O00470,CUST0061,Starter,EMEA,Q2,2023,24,1953.45,46882.8,REP013,Direct
O00471,CUST0279,Add-on AI,EMEA,Q3,2023,43,2386.46,102617.78,REP008,Partner
O00472,CUST0159,Enterprise,NA,Q4,2023,20,1953.04,39060.8,REP015,Inside Sales
O00473,CUST0054,API Credits,NA,Q2,2025,50,1171.85,58592.5,REP001,Direct
O00474,CUST0073,Pro Plan,NA,Q4,2025,23,2303.39,52977.97,REP012,Inside Sales
O00475,CUST0108,Starter,APAC,Q1,2025,18,829.92,14938.56,REP024,Partner
O00476,CUST0256,Pro Plan,NA,Q4,2025,30,686.42,20592.6,REP016,Partner
O00477,CUST0271,Add-on Analytics,APAC,Q2,2025,44,112.02,4928.88,REP029,Partner
O00478,CUST0296,Add-on Analytics,LATAM,Q2,2024,30,1159.77,34793.1,REP022,Online
O00479,CUST0058,Starter,NA,Q4,2023,13,1196.67,15556.71,REP021,Direct
O00480,CUST0033,Pro Plan,APAC,Q3,2023,29,2334.45,67699.05,REP011,Direct
O00481,CUST0092,API Credits,EMEA,Q1,2023,10,1235.42,12354.2,REP003,Online
O00482,CUST0100,Pro Plan,LATAM,Q2,2024,30,1673.29,50198.7,REP001,Online
O00483,CUST0112,Add-on Analytics,NA,Q2,2025,45,1989.81,89541.45,REP016,Partner
O00484,CUST0178,Starter,EMEA,Q1,2023,8,535.38,4283.04,REP017,Inside Sales
O00485,CUST0096,Add-on AI,LATAM,Q2,2025,2,1522.29,3044.58,REP026,Partner
O00486,CUST0181,API Credits,EMEA,Q3,2023,47,965.15,45362.05,REP030,Partner
O00487,CUST0227,Enterprise,EMEA,Q2,2023,10,1617.84,16178.4,REP029,Partner
O00488,CUST0114,Starter,EMEA,Q1,2024,24,2139.52,51348.48,REP005,Partner
O00489,CUST0018,Add-on Analytics,LATAM,Q4,2024,6,1292.83,7756.98,REP003,Direct
O00490,CUST0255,Pro Plan,EMEA,Q4,2023,33,509.22,16804.26,REP027,Partner
O00491,CUST0064,Enterprise,LATAM,Q4,2023,7,84.69,592.83,REP004,Online
O00492,CUST0094,API Credits,NA,Q2,2025,44,1422.54,62591.76,REP028,Inside Sales
O00493,CUST0133,Add-on Analytics,LATAM,Q4,2025,49,692.24,33919.76,REP007,Online
O00494,CUST0111,API Credits,EMEA,Q4,2024,9,405.61,3650.49,REP005,Partner
O00495,CUST0150,Starter,EMEA,Q1,2025,7,1898.23,13287.61,REP012,Partner
O00496,CUST0208,Pro Plan,LATAM,Q2,2023,47,2397.97,112704.59,REP006,Online
O00497,CUST0200,Enterprise,LATAM,Q2,2024,42,170.81,7174.02,REP028,Partner
O00498,CUST0140,Add-on Analytics,LATAM,Q1,2025,8,1352.35,10818.8,REP009,Direct
O00499,CUST0118,Add-on AI,APAC,Q2,2023,32,1689.06,54049.92,REP025,Direct
O00500,CUST0037,Enterprise,LATAM,Q3,2023,1,2226.77,2226.77,REP006,Inside Sales
O00501,CUST0118,Add-on AI,LATAM,Q1,2025,19,1676.73,31857.87,REP022,Online
O00502,CUST0244,Pro Plan,APAC,Q4,2023,21,1839.72,38634.12,REP011,Online
O00503,CUST0189,Pro Plan,LATAM,Q1,2023,41,1666.24,68315.84,REP024,Online
O00504,CUST0176,Starter,LATAM,Q1,2023,37,1927.75,71326.75,REP009,Direct
O00505,CUST0109,Add-on AI,APAC,Q1,2025,47,971.14,45643.58,REP015,Inside Sales
O00506,CUST0001,Enterprise,NA,Q3,2023,4,1219.04,4876.16,REP009,Partner
O00507,CUST0255,Pro Plan,EMEA,Q4,2023,43,86.53,3720.79,REP024,Direct
O00508,CUST0293,Enterprise,LATAM,Q2,2024,5,2354.96,11774.8,REP029,Inside Sales
O00509,CUST0208,Pro Plan,LATAM,Q4,2025,37,1635.8,60524.6,REP007,Direct
O00510,CUST0119,Pro Plan,EMEA,Q2,2024,32,2238.33,71626.56,REP005,Inside Sales
O00511,CUST0174,API Credits,LATAM,Q4,2025,49,119.38,5849.62,REP021,Inside Sales
O00512,CUST0293,API Credits,APAC,Q3,2023,41,2343.12,96067.92,REP007,Direct
O00513,CUST0159,Enterprise,NA,Q1,2025,50,986.47,49323.5,REP017,Online
O00514,CUST0082,Pro Plan,NA,Q2,2023,8,404.59,3236.72,REP012,Direct
O00515,CUST0145,Add-on AI,LATAM,Q3,2024,25,717.1,17927.5,REP026,Online
O00516,CUST0072,Add-on Analytics,LATAM,Q4,2023,46,172.36,7928.56,REP013,Online
O00517,CUST0255,Add-on Analytics,APAC,Q3,2025,43,1918.16,82480.88,REP019,Inside Sales
O00518,CUST0104,Add-on Analytics,APAC,Q4,2024,6,1078.48,6470.88,REP014,Direct
O00519,CUST0126,Starter,APAC,Q3,2024,3,106.48,319.44,REP023,Partner
O00520,CUST0198,Starter,LATAM,Q4,2023,3,1492.72,4478.16,REP020,Partner
O00521,CUST0290,API Credits,APAC,Q4,2024,6,319.28,1915.68,REP005,Inside Sales
O00522,CUST0190,Add-on AI,LATAM,Q2,2024,14,171.39,2399.46,REP024,Direct
O00523,CUST0271,Enterprise,LATAM,Q2,2024,23,319.8,7355.4,REP014,Partner
O00524,CUST0161,Add-on AI,APAC,Q4,2024,16,2469.25,39508.0,REP030,Online
O00525,CUST0223,Enterprise,APAC,Q4,2024,19,1064.17,20219.23,REP011,Online
O00526,CUST0132,Pro Plan,APAC,Q3,2025,15,803.11,12046.65,REP020,Direct
O00527,CUST0125,API Credits,APAC,Q4,2025,39,1493.27,58237.53,REP009,Inside Sales
O00528,CUST0210,Starter,NA,Q3,2023,37,2208.25,81705.25,REP017,Partner
O00529,CUST0257,Add-on Analytics,EMEA,Q2,2023,4,1503.64,6014.56,REP020,Inside Sales
O00530,CUST0268,Add-on AI,APAC,Q2,2025,43,2053.05,88281.15,REP004,Partner
O00531,CUST0293,Add-on Analytics,EMEA,Q2,2023,1,2494.38,2494.38,REP002,Partner
O00532,CUST0168,Starter,APAC,Q1,2024,49,156.21,7654.29,REP007,Online
O00533,CUST0300,Enterprise,EMEA,Q4,2024,22,1207.91,26574.02,REP002,Partner
O00534,CUST0222,Starter,LATAM,Q1,2023,20,731.44,14628.8,REP030,Direct
O00535,CUST0028,Pro Plan,EMEA,Q2,2025,40,597.44,23897.6,REP029,Online
O00536,CUST0237,Starter,LATAM,Q1,2023,50,331.26,16563.0,REP028,Online
O00537,CUST0242,Pro Plan,LATAM,Q4,2023,22,1476.76,32488.72,REP026,Direct
O00538,CUST0283,Starter,EMEA,Q2,2023,17,1779.25,30247.25,REP009,Online
O00539,CUST0115,Add-on AI,APAC,Q4,2024,15,257.37,3860.55,REP002,Partner
O00540,CUST0081,API Credits,EMEA,Q3,2023,13,2080.59,27047.67,REP002,Partner
O00541,CUST0136,Add-on Analytics,EMEA,Q2,2024,30,767.25,23017.5,REP021,Direct
O00542,CUST0297,Add-on Analytics,LATAM,Q1,2024,15,1675.05,25125.75,REP026,Direct
O00543,CUST0073,Add-on AI,APAC,Q1,2025,42,818.79,34389.18,REP013,Direct
O00544,CUST0250,Add-on Analytics,APAC,Q2,2025,6,1634.25,9805.5,REP003,Inside Sales
O00545,CUST0164,Pro Plan,EMEA,Q3,2023,3,790.14,2370.42,REP008,Online
O00546,CUST0144,Add-on Analytics,LATAM,Q1,2023,11,2046.91,22516.01,REP011,Partner
O00547,CUST0082,Enterprise,EMEA,Q4,2024,47,2186.74,102776.78,REP005,Partner
O00548,CUST0170,Add-on Analytics,NA,Q2,2023,9,89.79,808.11,REP007,Partner
O00549,CUST0130,Add-on Analytics,LATAM,Q1,2023,2,587.68,1175.36,REP015,Direct
O00550,CUST0187,Pro Plan,LATAM,Q1,2025,28,1969.12,55135.36,REP028,Inside Sales
O00551,CUST0162,Enterprise,NA,Q2,2024,40,1544.4,61776.0,REP006,Online
O00552,CUST0089,Enterprise,APAC,Q3,2023,4,241.69,966.76,REP027,Inside Sales
O00553,CUST0068,Pro Plan,EMEA,Q2,2023,2,581.12,1162.24,REP018,Online
O00554,CUST0009,Pro Plan,LATAM,Q4,2023,38,2033.27,77264.26,REP023,Partner
O00555,CUST0192,Pro Plan,LATAM,Q2,2025,9,767.05,6903.45,REP027,Inside Sales
O00556,CUST0053,Add-on Analytics,LATAM,Q3,2025,35,1183.3,41415.5,REP011,Online
O00557,CUST0094,Starter,NA,Q4,2023,40,1977.32,79092.8,REP013,Online
O00558,CUST0241,API Credits,EMEA,Q2,2025,29,427.51,12397.79,REP011,Direct
O00559,CUST0300,API Credits,APAC,Q2,2023,21,1517.05,31858.05,REP013,Inside Sales
O00560,CUST0076,Enterprise,LATAM,Q3,2025,17,2291.4,38953.8,REP008,Partner
O00561,CUST0096,Pro Plan,EMEA,Q4,2025,50,2354.2,117710.0,REP003,Direct
O00562,CUST0263,Pro Plan,EMEA,Q1,2023,34,1171.83,39842.22,REP023,Online
O00563,CUST0038,Add-on Analytics,NA,Q4,2025,40,172.49,6899.6,REP028,Inside Sales
O00564,CUST0116,Add-on AI,EMEA,Q3,2025,3,2004.95,6014.85,REP012,Direct
O00565,CUST0163,API Credits,NA,Q3,2025,23,486.6,11191.8,REP016,Direct
O00566,CUST0199,API Credits,APAC,Q2,2023,10,2268.02,22680.2,REP008,Partner
O00567,CUST0149,Enterprise,EMEA,Q4,2023,11,102.59,1128.49,REP004,Inside Sales
O00568,CUST0134,Add-on AI,LATAM,Q2,2024,44,835.23,36750.12,REP028,Partner
O00569,CUST0277,Enterprise,EMEA,Q2,2025,48,53.69,2577.12,REP010,Online
O00570,CUST0266,Add-on Analytics,APAC,Q3,2024,2,796.6,1593.2,REP001,Online
O00571,CUST0192,Add-on AI,LATAM,Q4,2023,11,75.29,828.19,REP025,Online
O00572,CUST0098,API Credits,LATAM,Q1,2025,50,2193.64,109682.0,REP016,Online
O00573,CUST0108,Enterprise,APAC,Q2,2024,28,1604.92,44937.76,REP014,Partner
O00574,CUST0243,Starter,EMEA,Q3,2023,29,2307.14,66907.06,REP006,Online
O00575,CUST0205,Starter,NA,Q2,2023,27,247.36,6678.72,REP005,Partner
O00576,CUST0081,Enterprise,APAC,Q1,2025,24,1453.13,34875.12,REP004,Direct
O00577,CUST0163,Starter,LATAM,Q3,2024,14,153.0,2142.0,REP008,Inside Sales
O00578,CUST0079,API Credits,LATAM,Q2,2024,43,1814.49,78023.07,REP006,Online
O00579,CUST0172,API Credits,APAC,Q2,2023,28,973.61,27261.08,REP020,Direct
O00580,CUST0055,Enterprise,NA,Q3,2023,13,551.67,7171.71,REP002,Online
O00581,CUST0043,Enterprise,EMEA,Q2,2025,11,207.37,2281.07,REP004,Partner
O00582,CUST0058,API Credits,APAC,Q1,2024,48,775.38,37218.24,REP018,Partner
O00583,CUST0206,Starter,NA,Q4,2025,27,1362.67,36792.09,REP004,Direct
O00584,CUST0200,Starter,APAC,Q3,2024,36,1366.22,49183.92,REP025,Partner
O00585,CUST0258,Add-on Analytics,LATAM,Q1,2023,25,485.27,12131.75,REP021,Inside Sales
